date,Atibainha-QNat,QT6,Cachoeira-QNat,PaivaCastro-Qjus,Jaguari-Qjus,PaivaCastro-Vop,QT7,PaivaCastro-QNat,Atibainha-Qjus,Atibainha-Vop,QT5,Cachoeira-Vop,Jaguari-QNat,Jaguari-Vop,Cachoeira-Qjus,ESI
2012-5-21,3.28,15.33,4.05,1.0,2.0,50.88,10.08,2.14,1.0,65.02,30.0,68.38,12.08,74.13,1.0,28.7
2004-11-12,1.55,24.06,1.96,1.0,1.5,54.78,18.08,4.71,0.4,42.14,29.18,43.15,9.08,25.81,1.48,33.0
2005-10-2,1.44,19.6,3.31,1.0,3.0,50.33,16.54,3.63,0.5,53.59,29.88,47.03,11.44,41.01,3.4,33.0
2006-7-15,4.34,27.75,1.77,1.0,2.0,55.34,27.35,2.43,0.52,56.64,31.57,56.76,6.42,60.29,1.02,33.0
2006-8-9,1.51,27.45,1.07,1.0,2.0,45.91,25.37,4.59,0.52,58.28,28.4,54.64,9.62,56.33,2.0,33.0
2007-4-23,12.4,27.35,5.97,0.6,1.0,54.78,23.68,3.62,1.01,45.73,30.05,45.83,24.68,50.37,1.0,31.6
2011-6-26,1.2,25.0,4.28,1.0,1.5,43.17,15.0,4.88,1.5,56.55,24.79,69.05,10.8,97.98,1.5,31.0
2004-10-18,7.98,25.06,5.42,1.0,1.5,66.05,21.45,9.52,0.41,44.93,28.04,47.34,33.55,26.79,1.01,28.6
2012-3-18,5.1,23.04,1.83,1.0,2.0,40.98,23.04,4.04,1.0,56.76,27.16,53.24,14.31,79.55,1.0,30.5
2013-7-2,3.63,28.56,8.15,1.0,1.7,53.1,22.5,14.62,0.5,51.95,20.1,45.56,14.97,58.05,0.5,30.3
2006-8-27,3.47,25.03,1.09,1.0,3.0,55.9,23.9,1.7,0.52,53.99,30.32,48.35,18.01,52.72,4.0,33.0
2011-1-3,40.1,24.0,22.27,1.0,2.13,51.99,0.0,18.12,0.68,26.76,5.33,46.25,66.65,85.06,0.6,25.9
2004-3-11,1.49,20.32,4.92,0.1,0.64,48.67,13.32,5.94,0.1,59.51,26.45,56.01,22.57,4.05,0.4,31.3
2005-1-10,3.14,20.07,8.85,1.0,1.0,50.88,14.57,3.03,0.1,45.93,30.01,33.11,33.74,29.55,0.4,29.6
2008-7-28,2.48,26.65,2.29,1.0,1.5,63.21,23.79,3.25,1.0,52.37,23.1,49.26,11.2,63.12,2.0,26.9
2010-6-8,1.25,10.15,5.63,1.0,2.0,54.22,10.43,6.55,1.0,93.46,27.9,92.23,23.93,100.31,1.0,31.5
2009-8-13,2.26,27.77,0.9,1.0,2.0,58.7,31.96,4.67,2.0,61.98,28.03,40.9,12.03,88.77,2.0,32.2
2013-5-16,2.52,30.43,3.32,1.0,2.5,51.99,30.58,5.86,2.5,60.98,23.14,47.55,14.13,61.95,1.0,33.0
2012-1-30,6.43,15.24,9.6,1.0,1.0,47.56,0.0,9.55,0.5,57.39,21.1,63.1,53.23,79.21,0.5,27.3
2005-8-6,2.29,24.75,1.08,1.0,1.0,42.07,22.35,2.23,0.51,54.6,28.87,52.56,15.05,51.35,2.49,33.0
2009-12-3,41.49,30.03,16.05,1.0,2.0,59.82,31.75,7.96,0.5,68.83,25.54,52.66,77.26,87.37,0.5,33.0
2011-4-30,6.96,25.0,10.75,1.0,1.0,44.26,24.0,3.13,1.0,61.19,28.6,63.31,25.0,100.12,1.0,31.7
2010-5-8,5.52,30.7,4.93,1.0,2.0,49.22,26.77,5.28,1.0,89.66,25.3,84.28,17.17,102.47,1.0,33.0
2011-10-12,0.48,30.0,5.91,1.0,5.0,44.81,31.0,3.21,3.0,49.04,25.1,42.52,10.17,76.65,3.0,29.8
2010-12-9,3.19,7.79,4.36,1.0,2.5,46.46,0.0,4.45,0.5,48.22,26.63,42.81,23.31,78.32,0.5,33.0
2013-8-9,2.09,30.01,2.67,1.0,1.5,47.01,29.66,4.39,2.0,57.39,30.1,50.07,9.13,51.49,1.5,33.0
2008-3-22,4.12,22.37,21.65,0.6,0.1,60.95,0.0,4.18,0.1,45.93,28.69,51.52,26.54,51.73,0.1,28.8
2011-1-18,21.65,27.33,27.63,2.0,60.62,51.99,0.0,15.83,0.25,70.8,24.8,71.18,106.74,101.11,0.25,32.8
2005-5-30,4.55,23.09,2.79,1.0,1.0,53.1,25.33,3.12,0.21,53.38,30.1,59.21,26.83,58.1,0.53,28.8
2012-10-29,10.11,33.51,8.25,1.0,2.0,49.77,30.13,5.35,1.0,48.84,28.8,40.77,9.02,58.2,1.0,31.2
2004-1-31,3.66,26.67,4.61,0.22,0.5,46.46,20.22,6.58,0.1,43.73,27.24,35.54,20.72,5.91,0.4,31.4
2010-11-30,2.8,20.03,2.02,1.0,4.5,57.58,20.16,6.86,2.5,51.74,29.6,55.95,19.5,76.71,3.0,33.0
2005-3-29,7.51,17.09,13.06,1.0,1.02,46.46,2.05,5.19,0.2,38.78,24.4,53.81,35.04,56.77,0.52,32.0
2007-6-27,1.79,26.4,1.39,0.6,1.0,57.02,22.93,2.1,0.5,48.94,30.0,39.64,11.59,42.8,1.0,31.5
2013-7-6,1.25,28.65,4.0,1.0,1.5,51.99,26.75,5.09,0.5,54.04,29.4,46.45,9.86,57.46,0.5,33.0
2010-6-4,3.43,25.21,5.05,1.0,2.0,56.46,21.16,6.05,1.0,95.03,25.131,90.17,11.66,100.06,1.0,29.2
2004-11-21,5.05,13.13,6.42,1.0,1.0,46.46,14.57,5.43,0.4,42.34,25.06,42.85,22.64,26.86,0.51,32.9
2006-12-18,1.13,27.56,4.62,1.0,1.0,48.67,22.93,4.78,0.5,40.36,23.19,36.67,23.93,33.6,1.5,31.0
2013-5-12,0.47,30.03,2.86,1.0,2.5,49.77,23.93,6.49,2.5,59.92,28.0,48.65,12.45,62.66,1.0,33.0
2005-7-28,1.13,21.37,1.05,1.0,1.0,44.26,19.43,0.62,0.51,56.64,29.04,55.38,16.05,52.39,2.52,30.6
2005-8-30,2.98,29.59,2.61,1.0,3.0,46.46,23.04,1.64,0.51,54.6,32.06,49.26,9.91,46.05,3.5,32.7
2010-4-10,6.75,12.01,17.97,0.2,40.0,57.58,0.0,10.29,1.0,83.01,25.1,84.64,40.0,104.34,5.0,30.3
2012-12-29,3.22,5.3,5.17,1.0,2.5,44.26,0.63,4.13,1.0,50.5,26.06,52.0,7.38,46.82,0.5,32.1
2013-6-27,5.18,23.13,5.36,1.0,2.0,43.17,24.11,8.02,0.5,48.84,14.4,44.96,12.2,58.69,0.5,31.2
2007-4-25,1.04,27.3,2.88,0.6,1.0,55.9,23.53,3.65,1.01,45.93,30.1,45.43,20.17,50.28,1.0,32.2
2009-12-19,17.86,1.05,23.86,0.43,20.42,66.62,0.0,10.76,0.5,90.79,13.4,90.32,48.9,97.92,0.5,32.8
2007-7-31,4.92,25.53,3.24,0.6,0.5,48.11,20.44,2.34,0.5,46.13,27.31,50.49,16.84,42.54,0.55,30.9
2010-11-11,1.58,20.03,1.37,1.0,4.5,45.36,20.37,9.1,2.5,55.5,12.1,54.69,9.67,79.27,3.0,33.0
2011-2-1,5.8,19.73,13.94,2.0,77.36,43.17,0.0,5.36,0.25,77.97,27.7,59.65,31.84,97.31,0.25,33.0
2006-6-18,1.98,26.7,1.09,1.0,2.0,45.36,23.42,3.5,0.52,54.6,30.5,49.47,11.07,65.27,2.0,33.0
2014-3-1,17.51,24.07,4.3,0.2,1.0,55.34,24.0,7.52,1.0,41.85,13.254,33.8,25.0,11.68,2.0,27.1
2012-9-2,3.78,26.38,0.4,1.0,2.5,50.88,31.3,3.51,2.5,57.18,30.0,52.72,4.35,70.47,2.5,33.0
2009-9-13,3.49,0.0,4.33,1.0,2.0,49.77,0.0,4.75,1.0,64.46,23.16,54.22,13.24,86.27,1.0,33.0
2008-5-22,2.7,23.11,0.98,1.0,1.0,54.78,26.5,4.47,0.5,49.34,27.53,56.23,27.5,65.48,1.0,31.1
2009-2-13,15.24,12.33,15.86,1.0,0.5,57.58,2.61,4.91,0.5,53.38,22.4,48.25,62.49,69.46,0.5,25.32
2010-3-12,7.17,10.13,8.5,0.2,40.0,57.58,0.0,7.23,7.0,78.32,24.98,83.54,22.82,99.08,6.0,33.0
2012-8-29,5.23,26.21,1.48,1.0,1.0,58.14,31.14,3.69,1.5,58.02,32.29,50.37,1.97,71.75,1.5,33.0
2006-7-20,1.95,27.66,1.94,1.0,2.0,55.9,25.2,3.62,0.52,56.03,29.09,55.91,8.56,59.49,2.01,32.7
2011-6-4,5.66,25.0,6.08,1.0,1.0,43.17,20.92,2.0,1.0,56.76,32.0,74.48,16.2,98.65,2.0,33.0
2004-4-23,5.13,10.1,10.14,0.1,0.7,49.22,2.1,2.48,0.1,51.76,19.78,61.92,21.47,8.61,0.4,31.5
2004-10-6,1.39,29.39,1.99,1.0,1.5,66.05,25.68,4.4,0.4,43.73,28.09,51.42,12.39,27.74,3.32,33.0
2006-1-12,5.67,21.75,7.69,1.0,0.5,49.77,2.53,7.09,0.5,40.16,22.37,44.53,32.71,46.1,0.53,30.9
2011-7-10,5.5,25.0,2.86,1.0,1.5,45.91,21.0,4.9,1.5,56.13,29.0,63.97,5.47,96.89,1.5,32.9
2006-7-12,7.92,26.48,2.67,1.0,2.0,53.1,23.45,3.58,0.52,56.64,19.81,56.33,11.62,61.04,1.27,32.3
2009-9-30,2.48,29.97,3.57,1.0,6.67,59.26,26.77,7.16,2.0,50.55,25.8,48.96,17.17,86.5,2.8,29.5
2011-3-5,14.96,10.0,17.03,1.0,48.96,47.56,0.0,10.27,0.25,60.3,20.0,56.89,60.23,95.31,0.25,28.3
2009-1-31,12.82,15.17,22.22,1.0,0.5,67.19,1.3,21.53,0.5,48.33,15.25,43.74,73.21,63.22,0.5,29.0
2006-9-27,2.9,23.22,4.0,1.0,3.0,55.9,21.45,1.11,1.0,43.33,29.1,41.68,7.51,46.37,3.01,30.8
2011-11-21,2.55,10.0,6.53,1.0,3.0,44.81,6.68,3.98,1.64,47.6,27.04,48.75,14.74,73.1,1.59,30.5
2005-2-5,8.84,21.65,19.38,1.0,1.0,45.36,1.92,4.95,0.1,53.18,28.06,42.95,40.42,44.62,0.43,29.6
2009-5-3,2.31,27.26,5.12,1.0,2.0,56.46,24.14,3.72,2.0,63.01,22.32,62.57,20.54,93.51,2.0,29.5
2012-6-16,2.01,15.0,7.8,1.0,2.22,49.22,0.0,6.0,0.5,46.56,28.0,57.63,12.58,77.48,0.5,33.0
2008-10-8,3.3,25.17,4.26,1.0,1.5,55.9,19.52,4.87,1.0,53.18,25.131,45.93,12.15,52.39,1.0,29.5
2009-12-2,5.15,35.47,2.15,1.0,2.0,60.39,33.32,5.79,0.5,64.88,23.2,50.49,24.95,86.91,0.5,33.0
2013-8-13,2.15,29.35,2.8,1.0,1.5,47.01,26.61,4.3,2.5,57.18,29.5,48.95,10.6,50.6,2.0,32.8
2007-1-23,9.06,10.5,9.42,1.0,0.5,55.9,0.0,6.82,0.5,39.76,25.88,45.53,34.77,48.06,0.51,31.7
2014-1-18,10.73,30.91,4.45,1.0,1.0,38.81,32.3,3.19,1.0,45.74,22.33,47.75,13.6,20.12,1.0,30.3
2011-4-26,1.89,25.0,12.45,1.0,1.5,48.67,15.1,6.61,1.5,60.56,27.25,60.4,51.06,100.06,1.6,31.9
2008-9-7,2.88,26.07,2.68,1.0,3.5,51.99,23.72,2.64,1.0,50.15,27.95,52.35,4.62,57.51,4.5,29.1
2010-6-19,3.41,22.12,4.47,1.0,2.0,52.55,16.68,7.47,1.0,92.12,27.02,92.6,12.95,99.08,1.0,33.0
2009-3-25,8.26,19.39,11.32,1.0,0.5,52.55,1.54,4.57,0.5,63.84,25.27,54.33,35.16,90.6,0.5,30.8
2005-4-24,5.56,27.92,7.1,1.0,1.0,53.1,23.64,5.15,0.21,46.13,23.6,46.23,15.43,57.8,2.02,29.4
2009-8-30,4.1,20.6,3.83,1.0,2.0,53.66,26.77,4.38,2.0,65.5,29.8,47.23,12.54,85.98,2.0,30.8
2012-10-19,1.03,30.3,1.84,1.0,3.5,45.91,30.46,4.09,2.5,41.85,28.83,36.41,5.78,60.59,2.0,32.4
2011-7-19,5.14,25.0,3.38,1.0,1.5,47.56,25.0,4.12,2.5,53.83,32.3,63.75,15.2,95.8,2.5,33.0
2013-8-17,1.46,29.65,3.79,1.0,1.5,49.77,23.03,3.14,2.5,56.76,30.95,46.95,2.77,49.81,2.0,32.6
2013-7-23,2.75,27.13,1.82,1.0,1.5,43.72,27.93,2.99,2.5,55.08,29.11,48.25,11.46,54.16,1.0,31.7
2007-4-3,2.98,27.92,1.36,0.3,1.0,50.88,26.77,3.51,1.01,43.33,29.89,46.13,14.58,51.21,1.01,32.6
2006-1-1,3.18,22.95,7.64,1.0,1.0,53.66,12.31,5.81,0.5,39.76,27.9,35.35,29.9,40.28,0.5,28.8
2005-3-17,11.36,1.2,10.57,1.0,1.0,48.11,1.27,14.71,0.21,46.33,7.75,41.68,32.95,51.02,1.34,29.3
2006-12-5,10.73,16.57,9.15,1.0,1.0,55.9,12.57,15.47,0.5,40.55,17.7,40.61,36.38,34.12,0.52,31.2
2012-4-14,5.01,27.12,2.15,1.0,2.0,42.07,31.0,2.2,0.5,66.09,29.25,54.69,27.88,75.23,1.0,31.9
2008-9-9,1.1,25.52,2.45,1.0,3.5,60.39,23.4,5.81,1.0,49.74,27.24,52.66,8.98,57.02,4.5,28.3
2006-3-19,9.8,20.1,8.98,1.0,0.5,56.46,10.24,2.64,0.51,52.78,22.4,55.27,20.32,63.83,0.8,33.0
2012-6-18,1.77,13.0,5.06,1.0,2.5,48.11,0.0,0.62,0.5,44.3,28.0,55.32,18.07,77.76,0.5,33.0
2006-3-29,6.63,19.53,8.87,1.0,1.0,53.66,1.54,10.87,0.51,49.54,28.02,52.76,31.82,66.99,0.7,33.0
2005-6-5,4.76,27.97,2.03,1.0,1.0,59.26,17324.77,2.11,0.21,54.4,30.13,58.25,16.56,57.8,0.53,30.3
2009-3-5,2.38,19.01,10.64,1.0,0.5,51.99,0.0,5.98,0.5,61.16,28.0,47.44,27.17,83.22,0.5,32.0
2004-2-4,1.92,19.31,4.87,0.22,0.5,47.56,20.13,4.72,0.1,43.93,23.01,36.77,17.3,6.05,0.4,33.0
2010-12-8,5.02,13.79,6.34,1.0,2.13,49.77,0.0,4.44,1.0,49.67,27.4,43.29,22.92,78.09,1.0,29.9
2006-5-20,4.53,27.62,2.18,1.0,2.0,43.72,24.75,2.75,0.52,57.87,31.63,55.7,12.0,68.03,0.99,32.9
2004-6-29,1.07,23.76,3.23,0.1,0.7,57.02,21.75,3.86,0.1,43.53,24.13,49.16,18.49,17.04,0.4,28.0
2004-8-21,1.64,25.97,3.12,1.13,1.0,60.95,24.75,4.04,0.1,47.93,25.2,47.54,10.1,15.06,1.9,30.1
2012-2-9,1.23,15.0,4.36,1.0,1.5,43.17,0.0,7.23,0.5,49.46,24.9,52.21,17.35,81.23,1.0,31.2
2007-2-5,8.56,27.77,1.21,1.0,0.5,53.1,17324.77,4.09,0.49,34.85,31.35,38.39,20.84,52.39,0.5,31.5
2008-1-18,11.26,23.04,8.6,0.6,0.5,60.39,23.52,0.85,0.2,31.14,27.95,36.86,35.24,32.39,0.31,27.7
2005-7-11,2.66,27.24,1.82,1.0,1.0,58.7,26.22,4.14,0.51,58.07,27.04,61.05,13.78,53.82,2.53,28.2
2013-8-10,2.04,30.1,2.87,1.0,1.5,46.46,27.34,3.6,2.23,57.39,29.94,49.86,6.84,51.26,1.7,33.0
2010-3-4,9.61,13.93,14.14,0.2,5.0,63.21,0.0,11.68,7.0,78.96,23.89,87.03,73.57,98.96,6.0,30.9
2006-6-25,3.4,27.03,1.94,1.0,2.0,58.14,30.4,3.23,0.51,52.98,32.25,51.83,8.43,63.83,2.02,33.0
2008-8-8,11.28,13.3,6.33,1.0,1.5,64.92,22.01,12.0,0.5,52.57,22.09,52.56,42.41,61.74,3.4,28.6
2013-5-30,5.72,22.07,7.03,1.0,1.88,45.91,12.5,6.53,1.29,39.4,26.5,46.75,23.88,62.61,0.68,33.0
2008-5-2,9.07,25.41,3.0,1.0,0.2,62.08,24.11,2.43,0.1,52.57,25.07,46.83,29.06,62.66,0.1,28.5
2008-6-24,1.43,21.77,1.08,1.0,1.0,57.02,22.04,4.48,0.5,49.14,25.0,58.68,23.04,66.31,0.5,27.5
2012-12-24,6.21,5.13,8.71,1.0,2.0,52.55,5.0,4.1,0.5,57.6,24.9,48.35,7.0,46.51,0.5,29.0
2005-11-24,5.55,22.59,5.09,1.0,2.0,42.07,11.6,4.94,0.5,37.99,29.9,37.91,9.66,37.89,2.49,32.4
2008-11-22,2.22,25.01,3.73,1.0,2.0,59.26,18.6,2.77,1.5,45.93,28.03,54.43,16.3,48.24,1.5,29.8
2004-10-19,3.43,25.04,2.19,1.0,1.5,66.62,21.45,6.24,0.41,44.93,28.06,47.03,15.88,26.71,1.01,32.8
2012-10-25,1.63,30.29,4.21,1.0,2.71,47.01,31.22,9.91,1.44,46.36,23.6,39.81,10.7,58.99,1.39,33.0
2007-9-23,2.43,26.44,0.94,0.6,2.5,54.22,31.4,0.9,1.5,46.53,31.98,46.93,7.52,32.95,3.5,31.3
2007-2-20,1.54,24.93,3.38,1.0,1.0,53.1,20.49,2.84,0.5,38.38,23.7,42.56,30.4,53.2,0.5,29.0
2009-5-9,5.43,26.18,4.38,1.0,2.0,57.58,22.93,3.96,2.0,62.81,24.36,62.14,13.76,93.03,2.0,30.3
2005-5-7,2.23,25.03,2.72,1.0,1.0,46.46,24.86,5.01,0.21,47.33,27.05,47.13,21.28,57.02,2.55,33.0
2009-3-27,6.15,19.67,9.64,1.0,0.5,51.99,732.26,4.49,0.5,63.01,30.03,52.14,35.98,91.25,0.5,32.1
2004-8-9,0.98,25.6,1.71,0.1,0.5,56.46,23.68,3.61,0.1,47.33,24.1,47.64,16.23,17.5,1.4,26.2
2007-5-5,3.8,29.65,1.64,0.6,1.0,57.58,29.01,1.95,1.01,46.33,30.14,43.54,12.68,49.25,1.0,31.0
2010-11-21,3.69,21.91,3.64,1.0,4.5,49.22,19.53,3.85,2.5,58.23,30.15,56.37,13.71,77.48,3.0,33.0
2007-12-7,7.11,26.86,7.21,0.6,1.5,60.95,23.04,7.53,1.5,32.7,27.99,36.3,36.84,29.94,2.38,28.5
2007-10-18,3.07,24.4,1.19,0.6,3.5,55.34,21.53,1.06,2.0,42.14,30.04,38.77,7.4,26.71,4.5,30.5
2008-5-24,1.2,24.61,0.97,1.0,1.0,55.34,27.13,3.06,0.5,49.34,27.53,56.86,28.18,65.37,1.0,29.2
2012-8-25,2.69,30.16,2.09,1.0,1.0,45.36,32.0,4.03,1.5,58.87,29.0,48.65,2.63,72.94,1.5,33.0
2012-2-5,4.16,15.24,7.22,1.0,1.0,46.46,0.0,3.38,0.5,53.41,30.54,57.1,1.0,80.67,0.5,30.5
2007-8-19,1.17,5.99,0.96,0.6,1.0,50.88,7.67,4.22,1.0,47.13,15.39,49.06,8.67,40.28,1.02,15.6
2005-9-5,2.95,29.63,0.98,1.0,3.0,45.91,32.97,3.11,0.51,56.23,32.07,49.77,15.03,44.93,3.51,30.8
2005-12-27,3.03,23.19,8.69,1.0,1.0,49.22,13.04,4.05,0.5,40.95,28.0,37.24,15.03,39.98,0.51,33.0
2010-3-13,7.16,10.1,9.44,0.2,40.0,57.02,0.0,7.8,7.0,77.05,24.11,82.71,28.55,98.96,6.0,33.0
2007-12-28,3.29,25.24,1.19,0.6,0.5,60.95,20.3,5.57,0.5,31.53,28.03,35.45,17.55,32.47,0.5,33.0
2010-12-10,1.72,0.0,4.93,1.0,2.5,45.36,0.0,4.48,0.75,45.74,28.55,43.29,18.13,78.48,1.0,33.0
2008-4-17,5.13,26.21,12.28,1.0,0.2,62.08,0.0,3.76,0.1,45.73,26.64,51.31,37.46,59.69,0.1,30.4
2010-10-19,1.73,29.31,1.04,1.0,4.5,52.55,26.14,6.87,2.5,61.62,23.32,57.84,14.57,83.85,3.0,29.2
2012-7-20,4.78,30.64,6.57,1.0,1.0,51.99,23.52,6.35,0.5,49.46,28.0,44.18,34.8,80.9,0.5,31.4
2004-11-27,1.91,23.47,1.36,1.0,1.0,39.35,13.37,2.58,0.4,41.54,29.98,38.77,12.33,26.41,1.33,33.0
2005-7-4,0.21,23.03,2.25,1.0,1.0,50.88,27.45,3.17,0.51,57.87,30.03,61.7,19.43,54.73,2.554,30.3
2005-11-4,3.64,26.91,3.63,1.0,2.0,53.1,26.61,3.95,0.5,46.73,30.05,42.26,16.81,37.6,2.55,33.0
2010-11-24,1.76,21.25,1.18,1.0,4.5,47.56,21.33,1.86,2.5,56.76,27.54,56.16,20.7,77.15,3.0,32.3
2007-11-28,1.71,21.2,7.77,0.6,1.0,59.82,13.2,4.61,1.0,32.89,21.94,36.86,19.2,31.04,1.0,29.9
2005-12-20,11.52,1.16,6.84,1.0,1.0,45.36,1.6,5.4,0.5,41.35,23.59,36.86,34.1,37.98,0.5,30.9
2007-4-27,3.39,27.71,3.4,0.6,1.0,54.78,22.93,2.43,1.01,45.73,30.09,44.83,15.21,50.09,1.0,32.9
2006-3-4,13.51,24.05,7.22,1.0,0.5,53.1,13.39,7.15,0.51,47.33,27.33,48.65,32.92,60.19,0.75,33.0
2006-5-27,1.14,19.33,3.68,1.0,2.0,48.67,23.08,5.11,0.52,57.46,25.115,57.5,20.18,67.51,1.0,32.2
2012-9-6,0.16,23.0,0.17,1.0,2.5,54.22,24.5,4.28,2.5,55.08,30.0,52.31,7.14,69.62,2.5,32.3
2014-3-28,0.81,24.12,2.92,0.2,1.0,43.72,22.2,2.49,1.0,54.25,23.93,37.06,4.11,6.63,1.0,26.7
2010-7-4,1.1,21.68,3.02,1.0,2.0,50.33,14.33,4.71,1.0,86.777,26.7,86.19,11.12,98.22,1.0,31.9
2007-8-14,4.18,26.81,3.74,0.6,0.5,55.9,24.9,2.83,0.5,47.93,23.13,49.26,9.22,40.75,1.02,31.4
2008-10-3,3.58,25.35,5.78,1.0,2.5,55.34,20.46,7.42,2.0,51.96,17.63,47.23,14.06,52.87,2.5,28.0
2005-1-23,12.69,1.21,14.42,1.0,1.0,48.67,2.9,11.94,0.1,46.33,16.1,43.74,69.72,36.3,0.4,28.5
2014-1-8,1.53,30.17,2.01,1.0,1.0,45.91,26.81,0.83,1.0,41.44,30.2,42.52,7.51,22.68,1.0,31.5
2013-11-12,2.81,23.07,2.91,1.0,2.4,48.67,20.58,2.76,2.0,60.13,31.23,47.35,8.35,30.02,3.5,33.0
2014-4-24,0.33,25.0,5.55,0.2,1.0,50.88,16.5,3.56,1.0,49.46,22.02,43.69,4.47,3.9,1.0,24.4
2007-9-6,1.17,21.43,4.52,0.6,1.5,55.9,22.97,1.18,1.0,48.53,30.9,47.13,12.74,37.01,2.0,30.5
2006-4-29,3.29,27.37,5.54,1.0,2.0,54.22,23.33,5.22,0.52,56.23,28.29,57.61,20.35,70.31,1.0,33.0
2007-7-10,1.35,28.66,1.93,0.6,1.0,59.26,29.49,4.12,0.5,50.75,27.19,37.82,10.36,40.23,2.0,32.2
2012-9-26,3.18,23.4,4.68,1.0,2.5,51.44,12.0,3.53,2.5,45.74,23.6,38.58,4.77,66.31,2.5,31.2
2007-7-4,3.97,28.86,1.04,0.6,1.0,64.92,23.29,0.38,0.5,49.34,30.02,38.68,8.95,41.45,2.0,30.3
2012-11-11,8.22,32.49,3.79,1.0,3.0,47.56,31.72,2.66,2.5,54.04,23.9,36.97,12.18,54.64,1.5,33.0
2010-2-21,7.12,0.0,3.78,0.2,40.0,54.22,0.0,6.68,7.0,86.24,22.4,90.2,40.0,97.01,6.0,32.4
2005-6-23,2.79,20.05,3.43,1.0,1.0,47.56,20.0,3.1,0.51,57.87,27.04,60.08,16.45,55.94,2.52,30.6
2007-7-27,2.35,0.0,14.22,0.6,0.5,55.9,0.0,5.4,0.5,47.93,24.98,48.86,31.74,41.79,0.52,28.8
2004-9-25,1.71,20.24,0.89,1.0,1.0,52.55,32.72,0.37,0.2,45.33,30.95,52.56,8.14,29.86,3.48,31.3
2007-6-4,7.66,27.26,7.96,1.0,1.0,58.14,25.06,5.14,0.5,49.94,25.115,44.93,34.43,45.69,1.01,29.3
2007-3-5,2.92,29.99,1.27,1.0,1.0,50.88,28.68,4.01,0.5,39.76,30.14,40.41,20.81,52.39,1.5,31.2
2011-7-2,4.16,25.0,6.39,1.0,1.5,42.07,21.0,3.52,1.5,56.76,30.0,65.83,11.11,97.74,1.5,33.0
2005-8-1,2.13,25.01,1.06,1.0,1.0,47.56,23.11,2.32,0.51,56.03,28.98,54.54,15.27,51.92,2.51,30.3
2004-2-2,0.95,20.5,2.28,0.22,0.5,53.1,20.13,7.94,0.1,44.53,16.26,35.26,20.63,6.01,0.4,29.9
2010-3-11,12.03,10.16,10.42,0.2,40.0,58.7,0.0,7.94,7.0,79.6,25.05,84.5,28.54,99.26,6.0,31.8
2013-10-12,1.37,29.1,4.67,1.0,1.85,47.01,31.5,2.51,2.78,56.55,30.03,47.45,6.19,36.05,2.24,33.0
2008-2-11,4.38,26.24,6.26,0.6,0.3,59.82,20.29,3.11,0.2,36.02,23.1,44.63,24.6,39.93,0.31,28.2
2009-8-27,1.1,22.23,0.97,1.0,2.0,51.44,23.0,5.31,2.0,67.79,26.1,44.63,13.73,86.5,2.0,32.4
2010-4-21,9.05,20.0,6.81,1.0,5.0,57.58,16.95,5.94,1.0,84.34,28.05,74.37,21.95,103.96,1.0,32.5
2008-7-5,1.39,27.32,0.89,1.0,1.5,62.08,20.2,4.09,0.5,49.94,23.2,53.18,16.85,65.89,1.25,31.3
2013-3-25,3.98,18.96,4.1,1.0,1.0,47.01,9.5,1.2,0.25,64.17,29.8,45.95,57.93,62.5,0.25,30.5
2006-6-6,3.86,27.6,3.95,1.0,2.0,55.34,20.58,1.86,0.52,54.6,30.94,55.38,17.71,66.62,1.97,31.8
2008-8-13,4.1,25.91,1.03,1.0,1.5,55.34,25.72,4.75,0.5,49.74,24.88,53.28,17.73,62.25,2.5,30.6
2005-2-4,6.55,21.59,28.26,1.0,1.0,42.62,1.57,6.44,0.1,52.98,28.04,43.05,52.38,44.22,0.43,33.0
2010-1-24,18.87,15.07,20.13,0.2,70.0,62.65,0.0,24.27,11.0,92.32,7.92,89.22,98.53,98.41,7.0,29.5
2009-2-19,5.42,19.96,15.37,1.0,0.5,52.55,0.0,7.65,0.5,58.69,24.88,56.97,72.5,76.38,0.5,33.0
2011-1-25,8.08,15.05,13.51,2.0,79.76,45.91,0.0,6.25,0.25,78.62,27.25,67.94,39.45,100.37,0.25,32.0
2004-11-5,3.61,24.33,1.26,1.0,1.5,53.66,16.63,7.61,0.4,42.54,29.82,44.83,11.13,25.85,1.5,33.0
2009-12-25,7.88,5.99,11.99,1.0,40.0,63.21,0.0,16.72,9.0,86.24,13.23,85.1,40.0,98.22,5.0,33.0
2006-8-12,3.03,27.39,1.33,1.0,2.0,48.11,25.55,3.21,0.52,57.87,32.25,54.01,4.85,55.6,1.99,33.0
2012-7-21,3.08,30.04,3.11,1.0,1.0,51.99,29.01,5.8,0.5,49.87,28.0,44.37,24.73,80.84,0.5,32.8
2012-4-11,1.07,29.34,1.02,1.0,2.0,53.66,32.3,5.85,0.5,64.17,25.57,52.31,13.73,75.88,1.0,32.0
2013-5-15,1.87,31.13,4.11,1.0,2.5,51.99,23.13,5.86,2.5,60.3,23.14,47.25,16.2,62.15,1.0,33.0
2013-10-1,6.9,32.36,1.2,1.0,2.5,51.44,29.93,2.29,3.5,52.78,23.19,44.57,16.67,38.15,2.0,29.1
2013-7-26,5.14,27.91,8.4,1.0,1.5,47.56,28.68,5.45,1.0,57.18,13.01,50.37,25.7,53.77,1.0,29.8
