date,Atibainha-QNat,QT6,Cachoeira-QNat,PaivaCastro-Qjus,Jaguari-Qjus,PaivaCastro-Vop,QT7,PaivaCastro-QNat,Atibainha-Qjus,Atibainha-Vop,QT5,Cachoeira-Vop,Jaguari-QNat,Jaguari-Vop,Cachoeira-Qjus,ESI
2010-8-7,1.13,13.55,3.26,1.0,2.5,49.22,9.41,4.67,1.0,83.01,26.05,73.91,6.23,97.07,1.5,30.7
2009-1-21,2.38,14.65,9.9,1.0,1.0,56.46,0.69,6.16,0.5,45.53,28.03,37.43,24.81,58.54,0.5,32.2
2006-3-20,5.79,20.09,9.71,1.0,0.5,55.34,10.34,2.98,0.51,52.37,30.03,55.17,25.22,63.98,0.8,33.0
2013-11-23,5.83,22.07,3.0,1.0,3.5,48.11,23.35,1.91,3.5,53.2,31.318,42.71,12.99,28.16,4.0,31.8
2013-2-19,9.48,10.15,5.19,1.0,1.0,52.55,1.93,10.54,0.25,55.5,26.39,47.75,44.29,57.56,0.25,33.0
2011-8-2,0.07,25.0,5.0,1.0,4.0,48.67,22.0,2.99,2.0,49.46,30.0,61.8,9.18,93.87,2.0,31.5
2010-3-16,17.3,13.14,11.15,0.2,24.17,52.55,0.0,10.35,3.0,77.68,15.14,78.92,35.61,98.84,3.63,32.3
2007-1-1,17.35,15.0,12.93,1.0,1.0,54.78,733.37,18.37,0.5,41.94,0.0,47.03,50.94,36.47,0.5,26.3
2010-12-1,1.55,13.33,1.48,1.0,4.5,52.55,4.33,5.77,2.5,51.53,20.2,53.96,8.88,76.71,3.0,29.4
2014-4-17,1.42,13.0,7.21,0.2,0.5,48.11,21.0,4.29,0.5,47.39,16.62,44.18,10.9,4.91,0.75,25.6
2004-7-22,5.44,1.15,10.21,0.1,0.5,55.9,1.42,4.07,0.1,48.33,25.0,55.91,37.59,17.39,0.42,27.0
2014-3-8,14.01,23.57,2.81,0.2,1.0,63.21,21.02,22.19,1.0,46.15,18.25,32.7,7.57,10.44,1.0,25.0
2013-7-31,3.28,27.56,3.1,1.0,1.5,47.01,25.46,5.13,1.0,57.8,29.34,51.49,4.67,53.06,1.0,33.0
2009-5-12,2.96,26.16,4.21,1.0,2.0,55.9,23.08,5.89,2.0,63.22,27.1,62.68,25.08,93.15,2.0,33.0
2005-2-18,3.62,10.12,8.49,1.0,1.0,47.56,2.05,3.41,0.1,44.53,27.4,38.1,20.25,48.47,0.42,30.8
2008-8-26,2.56,26.03,1.03,1.0,1.5,60.39,26.68,3.61,0.5,50.15,28.09,51.93,14.13,60.24,2.5,30.7
2007-8-8,1.95,26.66,1.97,0.6,0.5,53.1,28.46,5.0,0.5,47.13,23.14,48.45,16.72,41.84,0.54,33.0
2004-3-2,6.98,20.97,7.6,0.1,0.4,57.02,731.26,6.12,0.1,59.51,27.35,53.28,33.78,2.7,0.4,31.9
2013-7-29,1.04,26.2,2.33,1.0,1.5,45.36,26.52,5.39,1.0,57.6,26.2,51.49,14.61,53.49,1.0,31.6
2013-9-26,3.71,33.03,2.31,1.0,2.5,51.44,31.12,4.06,3.5,52.16,30.92,45.75,5.59,39.55,2.0,33.0
2007-1-5,36.84,2.42,19.03,1.0,0.75,71.2,1.54,32.9,0.5,45.53,13.5,48.25,53.47,38.06,0.5,29.5
2012-2-15,3.5,15.24,6.9,1.0,1.0,40.98,0.0,4.44,0.5,45.95,27.4,46.25,17.01,83.28,0.5,32.3
2009-12-20,7.89,0.0,12.45,1.0,30.0,70.62,0.0,12.08,6.5,88.84,23.35,91.42,52.81,98.16,3.67,31.4
2007-9-11,1.1,29.35,1.57,0.6,1.5,57.58,27.09,1.72,1.0,49.34,23.0,45.83,13.08,36.01,2.0,31.1
2006-7-30,3.78,27.17,1.04,1.0,2.0,51.99,25.62,7.86,0.52,56.03,28.09,53.08,18.4,57.95,1.98,33.0
2006-4-11,6.85,10.04,11.53,1.0,0.5,47.01,1.6,4.01,0.51,52.37,28.04,60.4,32.0,70.52,0.51,33.0
2004-8-30,0.96,24.29,1.08,1.0,1.0,59.82,25.12,2.57,0.1,48.53,22.34,48.55,10.68,13.04,1.91,29.9
2014-2-14,3.92,26.89,4.09,0.5,1.0,50.33,20.15,2.95,1.0,42.05,32.09,30.52,5.86,14.5,1.0,32.1
2004-11-19,4.17,16.74,12.2,1.0,1.0,50.88,6.6,5.98,0.4,42.54,25.08,41.97,32.27,26.64,0.5,33.0
2004-2-24,28.89,5.37,35.26,0.22,0.4,72.92,9.29,29.17,0.1,61.16,1.59,48.35,90.34,4.31,0.44,26.5
2006-8-28,2.62,26.5,1.1,1.0,3.0,58.14,25.36,1.64,0.52,53.79,30.94,47.84,6.16,52.49,3.99,29.6
2008-9-26,1.14,25.56,2.29,1.0,2.0,58.7,22.02,3.86,1.0,50.75,28.02,48.96,6.13,53.53,2.0,29.4
2007-8-18,4.25,16.16,3.39,0.6,1.0,47.01,14.6,5.74,1.0,47.93,19.4,48.86,11.57,40.28,1.02,30.9
2012-2-7,2.34,15.24,7.32,1.0,1.0,43.17,0.0,2.68,0.5,51.53,31.0,54.8,11.55,80.9,0.5,32.2
2012-11-26,3.09,29.91,3.44,1.0,2.5,52.55,26.72,2.54,1.0,59.5,32.0,34.91,7.24,51.17,1.0,31.1
2014-2-7,0.61,23.02,1.07,0.5,1.0,43.17,20.42,0.41,1.0,44.51,34.5,35.38,2.73,15.92,1.0,32.0
2010-4-7,23.93,0.0,25.42,0.2,37.31,49.77,0.0,13.97,1.0,85.44,13.0,80.39,61.15,104.15,1.0,27.4
2008-1-7,2.15,25.22,4.13,0.6,0.5,53.1,22.34,1.77,0.5,32.5,22.4,35.54,26.56,31.79,0.5,28.0
2004-8-4,1.04,26.0,3.27,0.1,0.5,64.92,22.78,2.05,0.1,45.93,26.94,48.04,15.29,18.19,0.86,25.4
2007-11-25,3.27,27.79,4.23,0.6,1.0,58.14,13.47,3.78,0.99,32.12,27.33,37.63,12.07,31.12,1.0,32.5
2008-5-6,6.2,0.0,7.57,1.0,0.2,54.78,0.0,3.18,0.1,52.78,27.1,53.81,24.21,64.34,0.1,28.8
2010-9-18,1.64,27.05,1.93,1.0,4.5,45.36,27.26,3.01,2.5,76.0,23.61,60.08,4.37,88.54,3.0,31.1
2011-9-19,2.0,31.0,3.31,1.0,5.0,45.91,27.4,3.52,3.0,42.66,30.0,50.88,5.63,83.68,3.0,33.0
2013-6-3,0.88,22.42,9.41,1.0,1.5,53.66,15.11,10.07,0.5,38.38,22.8,45.95,11.85,62.71,0.5,30.4
2009-10-18,5.97,22.24,3.42,1.0,2.0,55.9,23.23,6.36,2.0,56.44,23.86,47.64,14.45,85.23,2.0,30.7
2012-3-13,0.18,24.0,0.33,1.0,2.0,47.01,25.5,6.02,1.0,54.87,27.35,52.31,11.72,80.22,1.0,31.9
2008-6-10,1.16,21.15,7.34,1.0,1.0,63.78,0.0,5.6,0.5,51.76,23.19,55.06,15.61,66.57,0.5,31.4
2004-8-6,0.98,25.54,2.72,0.1,0.5,58.7,24.55,1.4,0.1,46.53,24.1,48.04,17.08,17.96,0.92,29.4
2004-9-14,1.04,24.77,1.04,1.0,1.0,52.55,25.54,3.63,0.2,46.13,27.9,49.06,7.81,32.39,3.43,33.0
2012-8-22,1.84,30.59,3.04,1.0,1.0,49.77,31.47,6.39,1.5,58.45,28.58,47.65,7.04,73.81,1.5,33.0
2009-11-4,4.09,29.93,1.06,1.0,2.5,54.78,29.32,4.71,2.0,44.93,29.18,46.73,10.51,87.61,2.5,33.0
2009-2-2,5.06,15.25,3.78,1.0,0.5,59.82,732.76,6.05,0.5,48.53,29.06,44.14,51.21,64.24,0.5,27.7
2013-5-26,4.77,12.3,1.27,1.0,2.5,48.67,5.15,5.26,2.5,41.85,28.14,50.07,12.39,62.1,1.0,33.0
2007-10-17,4.87,25.63,1.27,0.6,3.5,55.34,20.39,1.71,2.0,42.54,28.5,39.54,9.72,26.9,4.5,30.6
2004-4-28,1.56,16.76,8.0,0.1,0.7,49.77,732.37,1.54,0.1,47.33,29.16,57.5,18.12,9.64,0.4,31.2
2006-7-16,1.08,27.4,1.07,1.0,2.0,54.22,26.5,2.3,0.51,56.44,30.32,56.65,23.82,60.24,1.02,32.6
2011-12-12,3.19,30.06,6.31,1.0,1.0,47.56,16.95,2.86,0.5,55.5,25.25,48.05,28.03,72.45,0.5,28.1
2012-2-14,2.06,15.24,7.01,1.0,1.17,42.62,0.0,6.62,0.5,46.777,26.0,47.35,33.15,83.11,0.66,29.7
2004-6-19,3.31,17.03,5.43,0.1,0.5,55.34,10.43,4.45,0.1,45.53,24.89,49.67,18.85,17.1,0.4,32.2
2008-4-25,4.42,25.02,2.66,1.0,0.2,54.78,23.25,2.52,0.1,50.35,27.02,45.13,32.9,61.69,0.1,31.5
2010-1-17,13.46,11.7,9.76,0.31,69.93,67.76,0.0,26.56,10.92,89.06,9.26,91.67,92.75,98.35,7.08,31.5
2006-12-13,1.03,27.5,2.21,1.0,1.0,52.55,24.29,3.67,0.5,38.78,28.03,36.67,6.29,33.84,0.51,30.7
2007-4-10,3.59,23.03,10.5,0.6,1.0,57.02,26.61,3.16,1.01,44.73,26.0,47.74,36.4,51.31,1.0,32.1
2013-8-1,2.77,27.54,3.16,1.0,1.5,46.46,24.56,4.47,1.27,57.8,29.04,51.39,8.26,52.87,1.0,33.0
2005-9-10,4.35,29.37,2.12,1.0,3.0,47.01,30.47,3.23,0.51,57.66,21.96,51.0,16.8,44.35,3.554,33.0
2014-3-2,3.77,24.0,2.0,0.2,1.0,49.77,24.0,6.62,1.0,42.87,15.38,33.8,4.47,11.46,2.0,26.7
2004-2-1,5.65,27.01,3.5,0.22,0.5,59.26,20.13,15.52,0.1,44.13,27.93,35.07,14.02,6.01,0.4,32.0
2004-11-15,1.8,23.71,1.28,1.0,1.5,57.58,16.92,2.2,0.4,40.95,29.6,40.7,11.44,25.59,1.45,28.4
2013-10-20,1.77,29.56,4.88,1.0,2.0,47.56,32.5,4.15,2.0,58.23,22.29,53.45,30.68,34.49,2.0,31.3
2004-12-1,5.31,5.03,7.16,1.0,0.5,45.36,1.42,3.26,0.4,41.7,21.3,37.82,16.06,26.86,0.51,32.4
2009-4-22,1.14,26.88,4.96,1.0,2.0,53.66,25.99,3.98,1.5,62.39,24.1,59.64,16.76,94.23,1.5,29.1
2010-12-23,3.95,3.13,12.01,1.0,2.27,53.66,0.0,12.72,0.88,24.98,22.26,52.21,23.36,80.9,1.35,33.0
2004-4-6,5.04,20.27,5.4,0.1,0.7,58.14,16.95,2.4,0.1,53.79,29.88,55.49,21.32,6.31,0.4,30.2
2004-8-17,1.31,25.39,3.57,0.1,1.0,58.7,25.32,2.99,0.1,47.93,27.19,47.13,11.08,15.9,1.9,29.0
2009-7-5,3.02,17.73,4.69,1.0,2.0,56.46,16.81,3.91,2.0,53.99,25.8,59.86,13.29,90.54,2.0,30.2
2013-1-20,3.83,19.37,8.97,1.0,1.5,51.44,0.0,6.49,0.25,53.2,25.78,44.67,28.09,52.53,0.25,29.8
2010-5-12,5.58,30.62,3.72,1.0,2.0,48.11,25.99,7.82,1.0,93.91,25.2,83.45,22.2,102.16,1.0,33.0
2007-7-8,1.33,28.64,0.97,0.6,1.0,60.95,30.43,2.95,0.5,50.35,27.1,37.72,11.23,40.62,2.0,29.0
2010-12-18,9.84,0.0,10.26,1.0,2.0,50.33,0.0,8.05,0.5,33.74,20.55,49.66,17.74,79.83,0.5,33.0
2005-1-17,11.16,25.72,19.4,1.0,1.0,62.65,3.77,17.35,0.1,46.53,29.88,33.2,60.55,32.03,0.4,28.1
2008-1-10,3.29,25.31,7.38,0.6,0.5,51.99,22.19,1.22,0.5,32.31,23.1,36.2,15.25,31.71,0.5,29.7
2012-5-17,4.71,15.9,3.16,1.0,2.0,40.98,17.35,3.97,1.0,69.09,22.0,69.61,14.26,74.24,1.0,29.8
2010-1-8,16.54,5.3,24.42,0.67,70.07,72.35,0.0,16.33,9.17,93.41,18.19,89.1,98.65,98.84,5.07,28.3
2006-1-16,1.54,26.9,2.1,1.0,1.0,39.35,22.19,3.18,0.5,38.97,27.24,43.35,18.96,46.28,0.53,30.6
2007-9-29,2.16,22.39,2.42,0.6,2.5,59.82,30.3,1.77,1.49,43.73,29.93,50.39,7.36,31.24,3.5,31.1
2013-9-19,5.4,33.03,2.31,1.0,2.5,49.77,29.21,3.7,4.0,50.5,29.85,48.25,3.23,41.4,2.5,30.6
2012-10-20,3.78,33.0,1.27,1.0,3.5,48.11,33.73,2.54,2.5,42.05,32.0,36.41,13.79,60.34,2.0,31.6
2006-7-11,13.24,27.63,6.91,1.0,2.0,64.35,28.66,7.26,0.52,55.42,14.64,55.91,30.66,61.24,2.06,29.4
2013-11-29,7.16,22.61,8.26,1.0,2.5,49.77,21.78,2.91,1.0,52.78,31.09,47.25,24.28,27.85,1.0,33.0
2011-9-8,1.0,31.0,3.97,1.0,4.0,45.36,21.9,4.48,2.0,43.07,30.0,56.26,4.2,86.44,2.5,33.0
2011-9-5,5.56,31.0,3.48,1.0,4.0,49.22,23.5,4.29,2.0,42.66,30.0,58.9,5.74,87.08,2.0,32.8
2012-7-14,3.25,31.1,2.59,1.0,2.0,43.17,29.01,4.35,0.5,43.69,27.0,41.16,15.16,81.06,0.5,31.8
2005-1-11,4.39,24.1,5.59,1.0,1.0,48.11,15.22,5.17,0.1,46.13,26.09,32.65,38.08,29.78,0.4,32.7
2007-9-28,1.5,22.23,1.11,0.6,2.5,59.82,31.97,0.33,1.49,44.33,29.1,49.47,4.74,31.51,3.5,29.4
2004-5-31,4.95,1.15,7.93,0.1,0.5,60.95,2.33,4.98,0.1,50.55,24.59,55.06,26.02,10.45,0.42,26.0
2005-3-20,8.65,1.22,9.06,1.0,1.0,44.26,2.53,5.62,0.21,43.33,27.99,45.23,39.03,52.16,1.03,30.2
2006-11-19,1.05,27.56,1.11,1.0,3.0,55.9,27.49,3.63,2.0,42.54,28.89,32.65,3.69,34.61,3.99,33.0
2006-11-17,2.99,27.9,4.33,1.0,3.0,59.26,30.52,2.63,2.0,42.74,28.89,33.11,6.57,35.19,4.0,33.0
2004-10-22,1.17,24.99,2.42,1.0,1.0,54.78,21.16,3.04,0.41,44.53,28.04,48.75,18.63,26.67,1.02,29.1
2009-7-23,4.71,23.37,2.68,1.0,2.0,52.55,15.43,2.98,2.0,54.6,26.08,46.43,6.47,89.77,2.0,31.5
2013-8-19,1.11,28.62,3.74,1.0,1.5,53.1,22.08,4.83,2.5,56.55,27.23,45.65,10.57,49.44,2.0,29.1
2012-9-5,1.44,26.38,0.55,1.0,2.5,53.1,27.5,3.09,2.5,55.92,30.0,52.42,15.09,69.83,2.5,31.6
2011-11-7,1.22,13.0,2.83,1.0,3.0,45.36,13.0,1.4,2.0,45.95,31.0,51.8,5.91,71.86,2.0,28.5
2008-1-30,22.33,9.93,16.99,0.6,0.3,65.48,9.2,22.71,0.2,35.83,7.38,38.77,63.44,35.72,0.31,25.0
2012-10-1,1.51,15.09,3.85,1.0,2.5,48.11,22.22,2.56,2.5,40.42,30.0,40.29,10.2,65.37,2.5,30.1
2012-9-10,1.83,26.02,0.39,1.0,2.5,53.66,24.0,3.2,2.5,53.41,30.0,51.29,11.68,68.82,2.5,32.2
2007-8-5,4.25,26.66,1.3,0.6,0.5,49.77,25.91,2.96,0.5,47.13,23.14,48.25,14.13,42.23,0.55,29.5
2012-2-29,5.33,23.04,5.38,1.0,2.0,44.26,23.04,5.34,0.5,52.99,23.53,49.26,14.12,81.91,0.5,31.8
2005-3-26,12.38,10.21,19.28,1.0,1.06,58.14,734.62,7.69,0.2,39.37,20.1,52.76,73.4,55.31,0.51,28.3
2010-7-14,12.96,22.73,10.92,1.0,2.0,57.58,13.31,12.43,1.41,84.78,19.58,81.09,32.9,97.86,1.0,31.5
2012-9-30,1.46,15.09,2.52,1.0,2.5,46.46,23.5,2.9,2.5,41.85,30.0,39.24,1.77,65.53,2.5,31.9
2006-1-26,3.35,26.87,1.13,1.0,1.0,44.81,24.7,2.99,0.5,37.79,31.98,43.25,21.49,45.65,0.53,33.0
2008-12-7,2.23,24.45,3.47,1.0,1.5,59.26,17.03,3.29,1.0,48.74,27.99,50.18,10.02,47.73,1.0,28.3
2004-3-27,10.08,20.25,10.2,0.1,0.7,54.78,15.43,5.56,0.1,56.23,27.88,55.49,41.79,5.89,0.4,30.4
2010-6-18,3.0,22.14,3.37,1.0,2.0,51.99,16.81,5.41,1.0,92.34,26.63,92.84,13.08,99.14,1.0,33.0
2013-5-29,1.15,21.13,6.72,1.0,2.5,47.01,5.72,9.0,2.5,39.4,19.78,47.15,31.95,62.5,1.0,30.7
2007-1-30,9.57,9.86,8.02,1.0,0.5,55.9,0.0,8.07,0.5,35.83,27.95,42.17,39.95,51.12,0.5,30.6
2011-5-11,1.64,25.0,11.15,1.0,1.0,45.91,24.0,5.88,1.0,61.62,28.0,70.73,19.25,99.94,2.0,32.4
2011-8-23,4.0,24.0,2.47,1.0,4.0,49.77,23.53,3.43,2.0,40.62,26.0,63.42,10.99,90.01,2.0,29.9
2013-6-20,1.03,29.75,2.67,1.0,2.0,53.1,26.78,7.49,1.5,43.48,27.0,45.46,10.08,59.94,0.5,33.0
2004-10-10,1.0,27.54,1.2,1.0,1.5,64.35,21.48,2.46,0.4,44.33,23.14,47.13,8.78,27.09,3.18,30.1
2006-11-25,1.05,27.53,6.5,1.0,2.0,47.01,26.33,2.63,1.0,42.14,29.94,35.26,9.3,34.0,1.51,33.0
2005-8-9,5.01,29.94,1.1,1.0,1.0,45.91,23.02,0.88,0.51,55.01,32.1,51.31,11.49,50.74,2.4,31.5
2014-3-14,6.79,23.34,3.54,0.2,1.0,50.33,19.09,3.88,1.0,51.33,25.0,31.97,5.86,9.4,1.0,27.7
2010-7-16,25.56,4.77,13.36,1.0,1.0,49.77,734.29,12.09,0.5,88.1,7.59,83.22,33.82,98.41,0.5,28.03
2009-12-14,25.97,0.0,33.88,0.0,2.0,56.46,0.0,11.95,0.5,80.88,18.11,86.07,97.02,93.75,0.5,27.6
2008-10-5,2.89,25.23,4.23,1.0,1.5,55.34,20.15,5.4,1.5,52.17,26.6,46.63,8.32,52.63,1.5,29.1
2011-6-21,4.16,25.0,4.14,1.0,1.5,44.26,15.0,4.48,1.5,57.18,30.0,73.22,16.5,98.1,1.5,33.0
2013-8-29,2.47,27.13,2.09,1.0,1.5,52.55,29.47,1.99,2.5,53.83,31.81,44.86,5.37,47.23,2.0,32.8
2011-10-18,9.25,30.0,6.43,1.0,5.0,43.17,29.66,4.36,0.5,56.55,22.39,45.95,24.39,75.61,0.5,30.6
2005-6-7,5.01,27.9,1.81,1.0,1.0,63.78,24.64,3.7,0.37,54.6,30.2,57.61,21.04,57.7,1.1,31.4
2006-7-2,1.68,27.44,1.0,1.0,2.0,46.46,30.16,2.76,0.52,54.2,30.94,54.54,13.12,62.71,2.05,32.7
2011-4-1,2.69,25.0,15.01,1.0,13.3,46.46,0.0,1.2,0.5,49.67,29.5,61.91,41.38,94.53,0.5,29.7
2008-4-11,27.22,0.0,30.57,1.0,0.2,55.34,0.0,7.4,0.1,50.35,27.1,48.96,41.33,56.92,0.1,29.6
2007-3-24,0.96,23.3,5.67,0.3,1.0,62.08,26.33,8.35,0.51,46.33,26.45,47.03,22.93,51.45,0.5,33.0
2014-3-3,0.79,24.0,2.76,0.2,1.0,55.34,22.5,5.59,1.0,43.07,21.5,33.71,5.95,11.28,2.0,22.0
2010-12-5,5.46,19.09,8.76,1.0,3.5,46.46,0.0,4.03,2.0,49.25,29.48,45.65,13.35,77.15,2.5,33.0
2009-11-30,8.36,35.45,4.07,0.75,2.0,60.39,34.33,9.68,0.0,62.6,22.4,50.49,30.89,87.08,0.5,31.4
2005-3-30,7.88,24.93,10.77,1.0,1.0,44.81,1.42,4.48,0.2,39.17,28.07,52.14,29.88,57.07,0.52,33.0
2012-12-3,1.12,27.3,2.19,1.0,3.0,44.81,27.36,12.76,2.5,60.35,13.35,36.31,8.67,49.39,1.5,31.1
2010-10-17,1.09,29.46,1.0,1.0,4.5,50.88,27.16,2.27,2.5,61.19,28.05,59.01,4.81,84.31,3.0,30.3
2008-1-26,3.98,24.2,6.24,0.6,0.3,53.1,19.73,2.27,0.2,33.67,27.93,36.86,27.76,35.06,0.31,27.2
2008-1-27,3.24,25.06,4.32,0.6,0.3,55.34,20.29,3.37,0.2,33.67,23.1,36.77,20.59,35.06,0.31,28.9
2013-12-26,3.8,30.23,6.4,1.0,3.0,50.88,29.74,2.31,2.5,38.38,24.3,43.2,11.85,25.25,3.5,26.6
2004-2-27,8.05,1.01,18.46,0.1,0.2,43.72,1.17,7.12,0.1,61.98,23.2,56.12,91.62,0.35,0.2,31.2
2009-7-2,3.0,17.69,6.06,1.0,1.92,50.88,16.95,3.5,1.89,56.44,28.2,58.89,13.34,90.6,1.91,30.7
2011-12-31,2.1,32.0,4.29,1.0,2.0,47.01,30.0,5.14,1.5,47.6,28.0,43.39,21.95,71.75,1.5,30.2
2013-11-8,1.78,29.73,1.85,1.0,2.4,51.44,26.49,5.58,2.0,60.13,24.35,50.88,14.12,30.96,3.5,30.9
2004-6-28,1.07,21.43,3.46,0.1,0.7,56.46,16.81,3.36,0.1,43.53,24.14,49.06,13.55,17.1,0.4,28.0
2008-5-3,25.86,13.29,22.74,1.0,0.2,70.62,11.63,23.45,0.1,55.21,8.68,49.47,73.78,63.32,0.1,23.6
2012-10-15,4.1,32.47,2.4,1.0,3.5,50.33,29.79,2.71,2.5,40.62,25.0,36.31,9.63,61.8,3.5,27.2
2010-9-2,1.68,26.99,1.61,1.0,4.25,57.58,25.46,4.98,2.4,73.84,28.69,66.27,7.38,92.79,2.7,30.7
2008-12-5,1.11,23.3,1.24,1.0,1.5,55.9,17.29,3.35,1.0,49.34,28.04,51.52,10.22,47.87,1.0,29.9
2011-2-7,4.44,19.19,9.39,2.0,75.53,43.17,0.0,2.07,0.25,76.22,30.66,53.65,30.5,94.65,0.25,31.7
2011-1-6,15.01,24.66,23.26,1.0,0.5,53.1,0.0,8.7,0.25,38.79,21.516,51.19,121.25,89.77,0.25,33.0
2008-2-9,4.38,26.21,10.1,0.6,0.3,55.34,19.53,3.54,0.2,35.43,23.14,44.63,27.89,39.76,0.31,30.1
2013-1-7,3.65,23.3,5.74,1.0,1.5,48.67,0.0,3.57,0.25,46.98,29.5,44.08,14.46,49.07,0.25,31.1
2013-2-22,1.5,10.13,6.73,1.0,1.0,51.99,2.04,6.44,0.25,52.99,30.0,47.45,12.26,58.0,0.25,33.0
2013-10-4,8.99,32.25,3.62,1.0,1.5,48.67,23.34,8.56,1.0,55.5,21.59,43.98,18.53,37.68,1.0,31.1
2007-2-6,2.34,26.23,1.02,1.0,0.5,55.9,27.24,7.08,0.49,34.85,28.08,38.58,23.31,52.34,0.5,31.7
2004-3-30,4.68,20.26,4.52,0.1,0.7,53.1,16.14,5.63,0.1,55.62,20.15,55.27,20.51,5.99,0.4,31.1
2010-5-23,1.74,24.51,5.42,1.0,2.0,51.44,23.99,6.26,1.0,94.13,25.25,89.44,20.21,101.29,1.0,31.0
2006-2-27,2.0,21.69,8.71,1.0,0.5,56.46,1.24,7.17,0.51,49.94,20.86,49.26,34.15,58.79,0.49,30.0
2011-11-26,1.04,25.35,1.93,1.0,3.0,45.36,21.91,2.65,2.0,42.66,31.13,46.15,9.72,73.05,2.0,32.9
2006-11-23,1.08,27.57,5.21,1.0,2.25,50.33,25.49,3.66,1.0,42.34,29.93,34.41,8.63,34.45,1.5,32.1
2005-1-2,3.16,22.33,1.11,1.0,1.0,58.7,20.1,4.68,0.41,46.33,27.93,31.17,17.5,28.5,0.52,25.7
2011-7-8,5.5,25.0,3.73,1.0,1.5,45.36,21.0,4.08,1.5,56.34,29.0,64.62,16.82,97.19,1.5,31.6
2007-9-10,1.53,29.91,1.08,0.6,1.5,65.48,27.63,0.07,1.0,48.74,23.1,46.23,9.71,36.18,2.0,25.1
2007-5-8,1.52,29.65,2.93,0.6,1.0,60.39,26.93,2.94,1.01,46.53,30.16,43.44,10.67,48.7,1.0,33.0
2011-7-1,6.5,25.0,5.34,1.0,1.5,42.62,20.27,3.22,1.5,56.97,30.0,65.72,16.07,97.86,1.5,32.7
2006-3-14,3.37,25.23,5.12,1.0,0.5,54.22,20.99,6.84,0.51,50.75,23.14,54.43,26.26,63.27,0.83,33.0
2009-3-21,10.32,20.19,17.05,1.0,0.5,50.33,0.24,6.27,0.5,63.63,25.25,57.71,39.1,89.01,0.5,31.5
2004-12-21,4.62,23.31,1.03,1.0,1.0,47.01,22.57,4.76,0.4,44.33,28.03,29.44,27.14,27.7,0.51,31.3
2008-1-16,3.66,10.05,4.0,0.6,0.5,58.14,10.2,5.28,0.29,30.37,26.3,37.34,21.9,32.19,0.37,30.5
2005-8-16,2.74,29.37,3.83,1.0,1.83,49.22,29.33,1.9,0.51,55.01,32.1,51.11,5.15,49.3,2.4,33.0
2010-1-6,23.13,25.7,24.96,0.0,70.02,71.77,0.0,30.53,9.07,89.49,2.51,89.34,70.02,98.53,5.09,27.5
2012-9-17,0.06,27.0,0.06,1.0,2.5,48.67,23.0,2.5,2.5,50.5,31.5,46.85,10.79,67.51,2.5,33.0
2010-1-13,11.45,25.94,28.13,1.75,70.07,60.39,0.0,6.03,9.15,92.54,25.23,91.79,64.35,98.71,5.1,33.0
2008-3-24,10.55,20.31,13.85,0.6,0.1,56.46,0.0,6.33,0.1,46.93,23.35,50.59,26.64,52.25,0.1,28.1
2010-1-29,27.59,9.02,26.93,0.2,100.33,59.82,0.0,22.54,11.0,98.68,5.37,97.37,112.33,100.31,7.0,30.7
2008-9-14,3.09,25.77,1.5,1.0,3.5,59.82,26.29,3.81,1.0,48.94,27.86,52.14,7.06,55.8,4.5,27.7
2012-11-22,0.99,33.0,8.01,1.0,2.5,48.11,23.73,1.41,1.0,58.87,30.64,35.84,4.1,52.06,1.0,33.0
2012-3-5,2.76,23.04,5.11,1.0,2.0,41.53,23.04,2.93,1.0,53.83,27.4,50.98,19.45,81.52,1.0,29.4
2010-7-29,3.89,21.74,6.02,1.0,2.0,54.78,12.92,4.19,1.0,86.55,22.115,81.8,9.23,97.37,1.0,29.8
2013-6-7,1.74,28.16,2.62,1.0,1.77,50.33,26.04,5.58,0.5,38.99,29.4,45.85,13.57,62.3,0.5,33.0
2005-9-4,2.97,29.61,1.74,1.0,3.0,42.07,33.32,0.97,0.51,56.23,32.07,49.67,15.34,45.15,3.51,33.0
2004-3-20,7.29,20.34,5.5,0.1,0.7,59.82,13.56,7.01,0.1,57.26,25.113,56.01,36.08,5.1,0.4,30.6
2008-5-13,9.2,23.13,1.02,1.0,0.2,51.99,21.37,3.43,0.1,49.34,27.6,56.12,31.24,65.37,0.1,31.5
2006-2-15,8.06,29.75,14.21,0.0,0.5,61.52,1.33,7.17,0.51,45.93,23.14,53.08,54.96,51.12,0.5,32.8
2013-12-30,3.3,30.33,7.11,1.0,2.64,53.1,28.96,6.1,1.34,39.2,25.5,44.57,4.04,24.25,1.73,26.2
2009-8-6,5.8,26.09,1.18,1.0,2.0,58.14,26.41,4.53,1.54,61.36,27.93,42.46,11.88,89.95,1.5,33.0
2014-4-1,5.35,24.47,3.66,0.2,1.0,51.44,13.05,2.27,1.0,54.87,24.16,35.56,10.94,6.11,1.0,27.7
2008-12-21,13.28,24.03,8.98,1.0,1.0,57.02,18.46,8.32,1.0,50.35,20.09,47.54,36.64,48.33,1.0,27.9
2013-3-30,6.48,25.51,3.14,1.0,1.0,53.1,25.0,3.8,0.25,63.95,24.65,44.57,26.0,63.37,0.25,28.9
2006-8-24,6.37,26.81,1.09,1.0,3.0,60.39,26.02,2.69,0.52,54.6,30.32,49.98,6.72,53.1,3.5,33.0
